satellite_id,plane_id,slot_id,critical_space_time_cells,space_time_coverage_after_failure,full_region_time_coverage_after_failure,minimum_point_time_coverage_after_failure,worst_instantaneous_area_coverage_after_failure,maximum_full_region_outage_minutes,pass_full_region_99,pass_minimum_point_99,pass_both_99
329,6,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
330,6,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
331,6,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
332,6,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
333,6,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
334,6,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
335,6,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
336,7,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
337,7,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
338,7,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
339,7,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
340,7,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
341,7,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
342,7,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
343,7,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
344,7,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
345,7,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
346,7,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
347,7,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
348,7,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
349,7,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
350,7,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
351,7,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
352,7,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
353,7,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
354,7,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
355,7,19,0,1.0,1.0,1.0,1.0,0.0,True,True,True
356,7,20,0,1.0,1.0,1.0,1.0,0.0,True,True,True
357,7,21,0,1.0,1.0,1.0,1.0,0.0,True,True,True
358,7,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
359,7,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
360,7,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
361,7,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
362,7,26,0,1.0,1.0,1.0,1.0,0.0,True,True,True
363,7,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
364,7,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
365,7,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
366,7,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
367,7,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
368,7,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
369,7,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
370,7,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
371,7,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
372,7,36,0,1.0,1.0,1.0,1.0,0.0,True,True,True
373,7,37,0,1.0,1.0,1.0,1.0,0.0,True,True,True
374,7,38,0,1.0,1.0,1.0,1.0,0.0,True,True,True
375,7,39,0,1.0,1.0,1.0,1.0,0.0,True,True,True
376,7,40,0,1.0,1.0,1.0,1.0,0.0,True,True,True
377,7,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
378,7,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
379,7,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
380,7,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
381,7,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
382,7,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
383,7,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
384,8,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
385,8,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
386,8,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
387,8,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
388,8,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
389,8,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
390,8,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
391,8,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
392,8,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
393,8,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
394,8,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
395,8,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
396,8,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
397,8,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
398,8,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
399,8,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
400,8,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
401,8,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
402,8,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
403,8,19,1,0.9999950760325684,0.9965277777777778,0.9965277777777778,0.9985818973509595,5.0,True,True,True
404,8,20,0,1.0,1.0,1.0,1.0,0.0,True,True,True
405,8,21,0,1.0,1.0,1.0,1.0,0.0,True,True,True
406,8,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
407,8,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
408,8,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
409,8,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
410,8,26,0,1.0,1.0,1.0,1.0,0.0,True,True,True
411,8,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
412,8,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
413,8,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
414,8,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
415,8,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
416,8,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
417,8,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
418,8,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
419,8,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
420,8,36,0,1.0,1.0,1.0,1.0,0.0,True,True,True
421,8,37,0,1.0,1.0,1.0,1.0,0.0,True,True,True
422,8,38,0,1.0,1.0,1.0,1.0,0.0,True,True,True
423,8,39,0,1.0,1.0,1.0,1.0,0.0,True,True,True
424,8,40,0,1.0,1.0,1.0,1.0,0.0,True,True,True
425,8,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
426,8,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
427,8,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
428,8,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
429,8,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
430,8,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
431,8,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
432,9,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
433,9,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
434,9,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
435,9,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
436,9,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
437,9,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
438,9,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
439,9,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
440,9,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
441,9,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
442,9,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
443,9,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
444,9,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
445,9,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
446,9,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
447,9,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
448,9,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
449,9,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
450,9,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
451,9,19,0,1.0,1.0,1.0,1.0,0.0,True,True,True
452,9,20,1,0.9999951120456867,0.9965277777777778,0.9965277777777778,0.998592269141227,5.0,True,True,True
453,9,21,0,1.0,1.0,1.0,1.0,0.0,True,True,True
454,9,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
455,9,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
456,9,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
457,9,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
458,9,26,0,1.0,1.0,1.0,1.0,0.0,True,True,True
459,9,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
460,9,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
461,9,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
462,9,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
463,9,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
464,9,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
465,9,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
466,9,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
467,9,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
468,9,36,0,1.0,1.0,1.0,1.0,0.0,True,True,True
469,9,37,0,1.0,1.0,1.0,1.0,0.0,True,True,True
470,9,38,0,1.0,1.0,1.0,1.0,0.0,True,True,True
471,9,39,0,1.0,1.0,1.0,1.0,0.0,True,True,True
472,9,40,0,1.0,1.0,1.0,1.0,0.0,True,True,True
473,9,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
474,9,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
475,9,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
476,9,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
477,9,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
478,9,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
479,9,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
480,10,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
481,10,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
482,10,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
483,10,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
484,10,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
485,10,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
486,10,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
487,10,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
488,10,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
489,10,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
490,10,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
491,10,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
492,10,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
493,10,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
494,10,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
495,10,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
496,10,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
497,10,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
498,10,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
499,10,19,0,1.0,1.0,1.0,1.0,0.0,True,True,True
500,10,20,0,1.0,1.0,1.0,1.0,0.0,True,True,True
501,10,21,0,1.0,1.0,1.0,1.0,0.0,True,True,True
502,10,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
503,10,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
504,10,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
505,10,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
506,10,26,0,1.0,1.0,1.0,1.0,0.0,True,True,True
507,10,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
508,10,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
509,10,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
510,10,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
511,10,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
512,10,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
513,10,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
514,10,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
515,10,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
516,10,36,0,1.0,1.0,1.0,1.0,0.0,True,True,True
517,10,37,0,1.0,1.0,1.0,1.0,0.0,True,True,True
518,10,38,0,1.0,1.0,1.0,1.0,0.0,True,True,True
519,10,39,0,1.0,1.0,1.0,1.0,0.0,True,True,True
520,10,40,0,1.0,1.0,1.0,1.0,0.0,True,True,True
521,10,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
522,10,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
523,10,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
524,10,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
525,10,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
526,10,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
527,10,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
528,11,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
529,11,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
530,11,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
531,11,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
532,11,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
533,11,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
534,11,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
535,11,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
536,11,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
537,11,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
538,11,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
539,11,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
540,11,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
541,11,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
542,11,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
543,11,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
544,11,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
545,11,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
546,11,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
547,11,19,0,1.0,1.0,1.0,1.0,0.0,True,True,True
548,11,20,0,1.0,1.0,1.0,1.0,0.0,True,True,True
549,11,21,0,1.0,1.0,1.0,1.0,0.0,True,True,True
550,11,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
551,11,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
552,11,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
553,11,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
554,11,26,0,1.0,1.0,1.0,1.0,0.0,True,True,True
555,11,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
556,11,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
557,11,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
558,11,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
559,11,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
560,11,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
561,11,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
562,11,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
563,11,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
564,11,36,0,1.0,1.0,1.0,1.0,0.0,True,True,True
565,11,37,0,1.0,1.0,1.0,1.0,0.0,True,True,True
566,11,38,0,1.0,1.0,1.0,1.0,0.0,True,True,True
567,11,39,0,1.0,1.0,1.0,1.0,0.0,True,True,True
568,11,40,0,1.0,1.0,1.0,1.0,0.0,True,True,True
569,11,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
570,11,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
571,11,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
572,11,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
573,11,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
574,11,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
575,11,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
576,12,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
577,12,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
578,12,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
579,12,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
580,12,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
581,12,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
582,12,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
583,12,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
584,12,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
585,12,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
586,12,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
587,12,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
588,12,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
589,12,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
590,12,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
591,12,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
592,12,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
593,12,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
594,12,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
595,12,19,0,1.0,1.0,1.0,1.0,0.0,True,True,True
596,12,20,0,1.0,1.0,1.0,1.0,0.0,True,True,True
597,12,21,1,0.9999950910486505,0.9965277777777778,0.9965277777777778,0.9985862219473347,5.0,True,True,True
598,12,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
599,12,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
600,12,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
601,12,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
602,12,26,1,0.9999951389977872,0.9965277777777778,0.9965277777777778,0.9986000313656405,5.0,True,True,True
603,12,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
604,12,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
605,12,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
606,12,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
607,12,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
608,12,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
609,12,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
610,12,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
611,12,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
612,12,36,0,1.0,1.0,1.0,1.0,0.0,True,True,True
613,12,37,0,1.0,1.0,1.0,1.0,0.0,True,True,True
614,12,38,0,1.0,1.0,1.0,1.0,0.0,True,True,True
615,12,39,0,1.0,1.0,1.0,1.0,0.0,True,True,True
616,12,40,0,1.0,1.0,1.0,1.0,0.0,True,True,True
617,12,41,0,1.0,1.0,1.0,1.0,0.0,True,True,True
618,12,42,0,1.0,1.0,1.0,1.0,0.0,True,True,True
619,12,43,0,1.0,1.0,1.0,1.0,0.0,True,True,True
620,12,44,0,1.0,1.0,1.0,1.0,0.0,True,True,True
621,12,45,0,1.0,1.0,1.0,1.0,0.0,True,True,True
622,12,46,0,1.0,1.0,1.0,1.0,0.0,True,True,True
623,12,47,0,1.0,1.0,1.0,1.0,0.0,True,True,True
624,13,0,0,1.0,1.0,1.0,1.0,0.0,True,True,True
625,13,1,0,1.0,1.0,1.0,1.0,0.0,True,True,True
626,13,2,0,1.0,1.0,1.0,1.0,0.0,True,True,True
627,13,3,0,1.0,1.0,1.0,1.0,0.0,True,True,True
628,13,4,0,1.0,1.0,1.0,1.0,0.0,True,True,True
629,13,5,0,1.0,1.0,1.0,1.0,0.0,True,True,True
630,13,6,0,1.0,1.0,1.0,1.0,0.0,True,True,True
631,13,7,0,1.0,1.0,1.0,1.0,0.0,True,True,True
632,13,8,0,1.0,1.0,1.0,1.0,0.0,True,True,True
633,13,9,0,1.0,1.0,1.0,1.0,0.0,True,True,True
634,13,10,0,1.0,1.0,1.0,1.0,0.0,True,True,True
635,13,11,0,1.0,1.0,1.0,1.0,0.0,True,True,True
636,13,12,0,1.0,1.0,1.0,1.0,0.0,True,True,True
637,13,13,0,1.0,1.0,1.0,1.0,0.0,True,True,True
638,13,14,0,1.0,1.0,1.0,1.0,0.0,True,True,True
639,13,15,0,1.0,1.0,1.0,1.0,0.0,True,True,True
640,13,16,0,1.0,1.0,1.0,1.0,0.0,True,True,True
641,13,17,0,1.0,1.0,1.0,1.0,0.0,True,True,True
642,13,18,0,1.0,1.0,1.0,1.0,0.0,True,True,True
643,13,19,0,1.0,1.0,1.0,1.0,0.0,True,True,True
644,13,20,0,1.0,1.0,1.0,1.0,0.0,True,True,True
645,13,21,0,1.0,1.0,1.0,1.0,0.0,True,True,True
646,13,22,0,1.0,1.0,1.0,1.0,0.0,True,True,True
647,13,23,0,1.0,1.0,1.0,1.0,0.0,True,True,True
648,13,24,0,1.0,1.0,1.0,1.0,0.0,True,True,True
649,13,25,0,1.0,1.0,1.0,1.0,0.0,True,True,True
650,13,26,0,1.0,1.0,1.0,1.0,0.0,True,True,True
651,13,27,0,1.0,1.0,1.0,1.0,0.0,True,True,True
652,13,28,0,1.0,1.0,1.0,1.0,0.0,True,True,True
653,13,29,0,1.0,1.0,1.0,1.0,0.0,True,True,True
654,13,30,0,1.0,1.0,1.0,1.0,0.0,True,True,True
655,13,31,0,1.0,1.0,1.0,1.0,0.0,True,True,True
656,13,32,0,1.0,1.0,1.0,1.0,0.0,True,True,True
657,13,33,0,1.0,1.0,1.0,1.0,0.0,True,True,True
658,13,34,0,1.0,1.0,1.0,1.0,0.0,True,True,True
659,13,35,0,1.0,1.0,1.0,1.0,0.0,True,True,True
660,13,36,1,0.9999950760325684,0.9965277777777778,0.9965277777777778,0.9985818973509595,5.0,True,True,True
